Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Financing Type
74856,236 BERRY STREET APARTMENTS,11/20/2023,02/20/2025,302492.0,123,GRAND STREET,Brooklyn,11249.0,3023790024.0,3000000.0,BK-01,34,555.0,BK0102,40.715227,-73.963076,40.715438,-73.962719,02/20/2025,New Construction,No,Non Prevailing Wage,,,,,15.0,,,15.0,,,,,,,15.0,,15,50,Privately Financed
74563,26-31 3RD STREET,09/26/2023,02/20/2025,399229.0,26-33,3 STREET,Queens,11102.0,4009107503.0,4000000.0,QN-01,22,87.0,QN0102,40.775892,-73.933782,40.775447,-73.93375,02/20/2025,New Construction,No,Non Prevailing Wage,,,,,5.0,,1.0,3.0,1.0,,,,,,5.0,,5,16,Privately Financed
60740,LIGHTHOUSE POINT,06/07/2017,02/20/2025,977177.0,35R,BAY STREET,Staten Island,10301.0,,,SI-01,49,3.0,SI0101,40.6415,-74.075734,,,02/20/2025,New Construction,No,Non Prevailing Wage,,,24.0,,,,5.0,13.0,6.0,,,,,,24.0,,24,115,Privately Financed
76518,CONFIDENTIAL,02/21/2025,02/21/2025,,----,----,Bronx,,,,BX-08,14,,,,,,,02/21/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76572,CONFIDENTIAL,02/21/2025,02/21/2025,,----,----,Queens,,,,QN-13,31,,,,,,,02/21/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76576,CONFIDENTIAL,02/21/2025,02/21/2025,,----,----,Bronx,,,,BX-08,11,,,,,,,02/21/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
67200,WEEKSVILLE,08/19/2022,02/21/2025,1004976.0,1559,PROSPECT PLACE,Brooklyn,11233.0,3013630090.0,3000000.0,BK-08,41,359.0,BK0802,40.672925,-73.924479,40.673172,-73.924533,02/21/2025,New Construction,No,Non Prevailing Wage,10.0,21.0,13.0,,,1.0,22.0,8.0,15.0,,,,,,45.0,,45,45,HPD Financed
75678,83-61 116TH STREET APARTMENTS,05/15/2024,02/26/2025,530523.0,83-61,116 STREET,Queens,11418.0,4033210177.0,4000000.0,QN-09,29,134.0,QN0901,40.704642,-73.835877,40.704845,-73.835725,02/26/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,1.0,4.0,4.0,,,,,,9.0,,9,29,Privately Financed
74959,39-04 29 STREET,12/28/2023,02/26/2025,415775.0,39-04,29 STREET,Queens,11101.0,4003980026.0,4004829.0,QN-01,26,31.0,QN0105,40.753306,-73.934682,40.753435,-73.934895,02/26/2025,New Construction,No,Non Prevailing Wage,,,,,6.0,,1.0,3.0,2.0,,,,,,6.0,,6,20,Privately Financed
76573,CONFIDENTIAL,02/27/2025,02/27/2025,,----,----,Bronx,,,,BX-09,18,,,,,,,02/27/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76575,CONFIDENTIAL,02/27/2025,02/27/2025,,----,----,Bronx,,,,BX-09,18,,,,,,,02/27/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
76411,2011 VYSE AVENUE,10/08/2024,02/28/2025,1014211.0,2011,VYSE AVENUE,Bronx,10460.0,2031270025.0,2000000.0,BX-06,15,363.0,BX0601,40.842322,-73.8819,40.842646,-73.882033,02/28/2025,New Construction,No,Non Prevailing Wage,,,,,16.0,,10.0,6.0,,,,,,,16.0,,16,17,Privately Financed
75438,1148 WASHINGTON AVE APARTMENTS,02/06/2024,02/28/2025,939579.0,1148,WASHINGTON AVENUE,Bronx,10456.0,2023710022.0,2001293.0,BX-03,16,18501.0,BX0301,40.828897,-73.908226,40.829462,-73.907625,02/28/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,2.0,6.0,,,,,,,8.0,,8,9,Privately Financed
74190,492 KINGS HIGHWAY,02/08/2023,02/28/2025,320336.0,492,KINGS HIGHWAY,Brooklyn,11223.0,3066810119.0,3178563.0,BK-15,44,41401.0,BK1501,40.60425,-73.971582,40.604055,-73.971453,02/28/2025,New Construction,No,Non Prevailing Wage,,,,,4.0,,,2.0,2.0,,,,,,4.0,,4,12,Privately Financed
68238,606 WEST 30TH STREET,11/05/2021,02/28/2025,991166.0,606,WEST 30 STREET,Manhattan,10001.0,1006750039.0,1012275.0,MN-04,3,9902.0,MN0401,40.753484,-74.004371,40.753382,-74.004717,02/28/2025,New Construction,No,Non Prevailing Wage,,31.0,25.0,14.0,,,24.0,31.0,15.0,,,,,,70.0,,70,277,Privately Financed
76316,1847 PITKINS AVE APARTMENTS,07/15/2024,03/05/2025,1013551.0,1847,PITKIN AVENUE,Brooklyn,11212.0,3037090134.0,3000000.0,BK-16,37,908.0,BK1602,40.670596,-73.904687,40.670827,-73.904752,03/05/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,1.0,,7.0,,,,,,8.0,,8,8,Privately Financed
74911,1543 BERGEN STREET,12/19/2023,03/05/2025,1015557.0,1543,BERGEN STREET,Brooklyn,11213.0,3013480077.0,3000000.0,BK-08,36,309.0,BK0802,40.675148,-73.932354,40.675389,-73.932476,03/05/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,8,Privately Financed
74662,318 & 322 EAST 32ND STREET,09/05/2023,03/05/2025,257630.0,322,EAST 32 STREET,Brooklyn,11226.0,3049480015.0,3429316.0,BK-17,45,830.0,BK1702,40.642657,-73.946793,40.642742,-73.947074,03/05/2025,New Construction,No,Non Prevailing Wage,,,,,2.0,,,1.0,,1.0,,,,,2.0,,2,6,Privately Financed
76602,CONFIDENTIAL,03/07/2025,03/07/2025,,----,----,Queens,,,,QN-11,23,,,,,,,03/07/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76607,CONFIDENTIAL,03/07/2025,03/07/2025,,----,----,Queens,,,,QN-09,32,,,,,,,03/07/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76610,CONFIDENTIAL,03/07/2025,03/07/2025,,----,----,Bronx,,,,BX-06,15,,,,,,,03/07/2025,New Construction,No,Non Prevailing Wage,,1.0,,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75665,HILLSIDE HOMES,06/04/2024,03/07/2025,122092.0,215,WEST KINGSBRIDGE ROAD,Bronx,10463.0,2032560043.0,2000000.0,BX-08,14,273.0,BX0801,40.871832,-73.904435,40.872051,-73.904095,03/07/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,1.0,3.0,4.0,,,,,,8.0,,8,23,Privately Financed
76614,CONFIDENTIAL,03/12/2025,03/12/2025,,----,----,Bronx,,,,BX-04,15,,,,,,,03/12/2025,New Construction,No,Non Prevailing Wage,,1.0,,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76728,131 CONCORD STREET APARTMENTS,03/12/2025,03/12/2025,1011483.0,131,CONCORD STREET,Brooklyn,11201.0,3001070048.0,3000000.0,BK-02,33,13.0,BK0202,40.697663,-73.986191,40.697929,-73.986231,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,22.0,,4.0,7.0,11.0,,,,,,22.0,,22,73,Privately Financed
76283,831 FOREST AVENUE,09/23/2024,03/12/2025,1014054.0,831,FOREST AVENUE,Bronx,10456.0,2026470018.0,2000000.0,BX-01,17,77.0,BX0102,40.820252,-73.905369,40.820485,-73.905517,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,,7.0,5.0,,,,,,12.0,,12,15,Privately Financed
75436,3377 SEDGWICK AVENUE APARTMENTS,02/08/2024,03/12/2025,1013842.0,3377,SEDGWICK AVENUE,Bronx,10463.0,2032550055.0,2129698.0,BX-08,11,279.0,BX0801,40.880474,-73.896666,40.880573,-73.896948,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,2.0,4.0,3.0,,,,,,9.0,,9,30,Privately Financed
74961,180 WEST 166TH STREET AKA 1095 SUMMIT AVENUE,12/26/2023,03/12/2025,112047.0,1095,SUMMIT AVENUE,Bronx,10452.0,2025260064.0,2130623.0,BX-04,16,193.0,BX0402,40.835625,-73.928851,40.835834,-73.929025,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,,8.0,1.0,,,,,,9.0,,9,30,Privately Financed
74851,1716 EAST 54 STREET,11/27/2023,03/12/2025,270046.0,1716,EAST 54 STREET,Brooklyn,11234.0,3084930061.0,3239752.0,BK-18,46,682.0,BK1801,40.615785,-73.922653,40.615712,-73.922923,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,4.0,,,,4.0,,,,,,4.0,,4,11,Privately Financed
76619,CONFIDENTIAL,03/13/2025,03/13/2025,,----,----,Brooklyn,,,,BK-09,35,,,,,,,03/13/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76617,CONFIDENTIAL,03/14/2025,03/14/2025,,----,----,Bronx,,,,BX-08,11,,,,,,,03/14/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
76621,CONFIDENTIAL,03/14/2025,03/14/2025,,----,----,Bronx,,,,BX-09,18,,,,,,,03/14/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
72151,BK-1640 FLATBUSH AVENUE_MIH72038,05/20/2022,03/19/2025,996166.0,1640,FLATBUSH AVENUE,Brooklyn,11210.0,3075770060.0,3000000.0,BK-14,45,774.0,BK1401,40.630456,-73.945167,40.630313,-73.945473,03/19/2025,New Construction,No,Non Prevailing Wage,,17.0,25.0,,3.0,,9.0,19.0,17.0,,,,,,45.0,,45,171,Privately Financed
76661,CONFIDENTIAL,03/20/2025,03/20/2025,,----,----,Bronx,,,,BX-10,13,,,,,,,03/20/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
76662,CONFIDENTIAL,03/20/2025,03/20/2025,,----,----,Queens,,,,QN-07,20,,,,,,,03/20/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
76672,CONFIDENTIAL,03/20/2025,03/20/2025,,----,----,Bronx,,,,BX-10,13,,,,,,,03/20/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76281,368 EAST 194TH STREET APARTMENTS,09/23/2024,03/20/2025,976784.0,368,EAST 194 STREET,Bronx,10458.0,2032760030.0,2016340.0,BX-07,15,39901.0,BX0701,40.863654,-73.890495,40.863473,-73.890626,03/20/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,1.0,,,11.0,,,,,12.0,,12,12,Privately Financed
75681,855A MOTHER GASTON BLVD,05/13/2024,03/20/2025,1012971.0,855A,MOTHER GASTON BOULEVARD,Brooklyn,11212.0,3038550001.0,3000000.0,BK-16,42,920.0,BK1602,40.657621,-73.903754,40.657643,-73.903441,03/20/2025,New Construction,No,Non Prevailing Wage,,,,,5.0,,,3.0,2.0,,,,,,5.0,,5,16,Privately Financed
69851,493 MYRTLE AVENUE,05/20/2021,03/20/2025,995900.0,493,MYRTLE AVENUE,Brooklyn,11205.0,3018917502.0,3000000.0,BK-02,35,191.0,BK0204,40.693495,-73.965327,40.693725,-73.965407,03/20/2025,New Construction,No,Non Prevailing Wage,,,4.0,,3.0,,3.0,4.0,,,,,,,7.0,,7,21,Privately Financed
71903,404 CARROLL STREET_MIH71789,06/24/2022,03/24/2025,1000973.0,424,CARROLL STREET,Brooklyn,11215.0,3004530001.0,3000000.0,BK-06,39,11901.0,BK0601,40.677884,-73.988402,40.677527,-73.988568,03/24/2025,New Construction,No,Non Prevailing Wage,,36.0,36.0,17.0,1.0,,12.0,50.0,21.0,7.0,,,,,90.0,,90,360,Privately Financed
70805,597 MARCY AVENUE,06/02/2022,03/25/2025,1002855.0,597,MARCY AVENUE,Brooklyn,11206.0,3017597501.0,3426256.0,BK-03,36,25901.0,BK0301,40.694529,-73.949027,40.694512,-73.948731,03/25/2025,New Construction,No,Non Prevailing Wage,,,4.0,,,,1.0,1.0,2.0,,,,,,4.0,,4,20,Privately Financed
67268,875 4 AVE,02/24/2021,03/25/2025,986508.0,875,4 AVENUE,Brooklyn,11232.0,3006810001.0,3010094.0,BK-07,38,101.0,BK0702,40.656237,-74.002408,40.65608,-74.002018,03/25/2025,New Construction,No,Non Prevailing Wage,,,27.0,,18.0,,6.0,29.0,10.0,,,,,,45.0,,45,150,Privately Financed
75457,415 EAST 162 STREET,03/19/2024,03/26/2025,994296.0,415,EAST 162 STREET,Bronx,10451.0,2023840056.0,2001531.0,BX-03,17,141.0,BX0301,40.824641,-73.91299,40.824808,-73.912842,03/26/2025,New Construction,No,Non Prevailing Wage,,,,,11.0,,,11.0,,,,,,,11.0,,11,12,Privately Financed
74846,3633 KINGSBRIDGE AVENUE APARTMENTS,11/30/2023,03/26/2025,89762.0,3633,KINGSBRIDGE AVENUE,Bronx,10463.0,2057660882.0,2000000.0,BX-08,11,285.0,BX0802,40.884601,-73.901733,40.884727,-73.901947,03/26/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,9,Privately Financed
74584,1946 OCEAN AVE APARTMENTS,08/16/2023,03/26/2025,993101.0,1946,OCEAN AVENUE,Brooklyn,11230.0,3067570038.0,3181613.0,BK-14,48,546.0,BK1403,40.614586,-73.9543,40.614436,-73.954671,03/26/2025,New Construction,No,Non Prevailing Wage,,,,,15.0,,,2.0,13.0,,,,,,15.0,,15,47,Privately Financed
76684,CONFIDENTIAL,03/27/2025,03/27/2025,,----,----,Bronx,,,,BX-12,12,,,,,,,03/27/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76689,CONFIDENTIAL,03/27/2025,03/27/2025,,----,----,Queens,,,,QN-06,29,,,,,,,03/27/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
68462,BEACH GREEN DUNES 3,12/19/2022,04/08/2025,1004802.0,35-01,BEACH CHANNEL DRIVE,Queens,11691.0,4158250007.0,4000000.0,QN-14,31,992.0,QN1401,40.596262,-73.767871,40.595884,-73.768193,04/08/2025,New Construction,No,Non Prevailing Wage,37.0,43.0,65.0,,,1.0,36.0,70.0,37.0,3.0,,,,,146.0,,146,146,HPD Financed
76802,CONFIDENTIAL,04/09/2025,04/09/2025,,----,----,Brooklyn,,,,BK-15,48,,,,,,,04/09/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76305,2026 HONEYWELL AVE APARTMENTS,08/29/2024,04/09/2025,1013950.0,2026,HONEYWELL AVENUE,Bronx,10460.0,2031220010.0,2000000.0,BX-06,15,363.0,BX0601,40.843496,-73.883683,40.843575,-73.883253,04/09/2025,New Construction,No,Non Prevailing Wage,,,,,59.0,,,,59.0,,,,,,59.0,,59,59,Privately Financed
74672,91-15 101 AVENUE APARTMENTS,08/28/2023,04/09/2025,512031.0,91-15,101 AVENUE,Queens,11416.0,4090657501.0,4188499.0,QN-09,32,38.0,QN0904,40.683366,-73.849205,40.683722,-73.84884,04/09/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
70633,2528 GRAND AVENUE,06/22/2021,04/09/2025,997194.0,2528,GRAND AVENUE,Bronx,10468.0,2032040015.0,2129684.0,BX-07,14,265.0,BX0701,40.865215,-73.901429,40.865215,-73.901129,04/09/2025,New Construction,No,Non Prevailing Wage,,,27.0,,,,,13.0,14.0,,,,,,27.0,,27,59,Privately Financed
68158,GREENPOINT LANDING D3,12/19/2019,04/09/2025,395298.0,213,WEST STREET,Brooklyn,11222.0,3024720002.0,3000000.0,BK-01,33,56302.0,BK0101,40.734434,-73.96002,40.73472,-73.96173,04/09/2025,New Construction,No,Non Prevailing Wage,,,76.0,,32.0,,23.0,31.0,48.0,6.0,,,,,108.0,,108,108,Privately Financed
75389,60 CEDAR STREET,01/15/2024,04/10/2025,218408.0,60,CEDAR STREET,Brooklyn,11221.0,3032320005.0,3000000.0,BK-04,34,423.0,BK0401,40.69721,-73.927329,40.697124,-73.927048,04/10/2025,New Construction,No,Non Prevailing Wage,,,,,42.0,,9.0,11.0,22.0,,,,,,42.0,,42,139,Privately Financed
74197,8 COURT SQUARE APARTMENTS,12/08/2022,04/10/2025,432643.0,27-10,44 DRIVE,Queens,11101.0,4000810005.0,4000000.0,QN-02,26,1901.0,QN0201,40.746865,-73.94222,40.746668,-73.942484,04/10/2025,New Construction,No,Non Prevailing Wage,,,,,48.0,,17.0,25.0,6.0,,,,,,48.0,,48,157,Privately Financed
64297,187 KENT AVENUE,12/28/2017,04/10/2025,978835.0,187,KENT AVENUE,Brooklyn,11249.0,3023577505.0,3426817.0,BK-01,33,555.0,BK0102,40.717983,-73.964214,40.717678,-73.964095,04/10/2025,New Construction,No,Non Prevailing Wage,,,15.0,,14.0,,7.0,7.0,15.0,,,,,,29.0,,29,96,Privately Financed
76299,177-44 129 AVENUE,09/06/2024,04/16/2025,1013923.0,177-44,129 AVENUE,Queens,11434.0,4125380130.0,4000000.0,QN-12,27,33401.0,QN1204,40.680537,-73.764812,40.680522,-73.763785,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,16.0,,1.0,6.0,9.0,,,,,,16.0,,16,16,Privately Financed
76229,34-31 9TH STREET,08/16/2024,04/16/2025,400528.0,34-29,9 STREET,Queens,11106.0,4003240013.0,4003849.0,QN-01,22,39.0,QN0105,40.764359,-73.939941,40.764205,-73.939758,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,2.0,,,,,,2.0,,2,6,Privately Financed
75422,388 VERNON AVENUE,03/07/2024,04/16/2025,396519.0,825,WILLOUGHBY AVENUE,Brooklyn,11206.0,3015890154.0,3000000.0,BK-03,36,287.0,BK0302,40.695444,-73.935593,40.695686,-73.935398,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,,2.0,,6.0,,,,,8.0,,8,8,Privately Financed
75422,388 VERNON AVENUE,03/07/2024,04/16/2025,1012784.0,388,VERNON AVENUE,Brooklyn,11206.0,3015890035.0,3394657.0,BK-03,36,287.0,BK0302,40.696172,-73.935647,40.695968,-73.935423,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,27,Privately Financed
75425,676 MYRTLE AVENUE APARTMENTS,03/05/2024,04/16/2025,340928.0,676,MYRTLE AVENUE,Brooklyn,11205.0,3019140022.0,3000000.0,BK-03,33,235.0,BK0301,40.694502,-73.956755,40.69426,-73.956683,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,6.0,,,,6.0,,,,,,6.0,,6,50,Privately Financed
75398,1395 BRISTOW ST,01/01/2024,04/16/2025,1011401.0,1395,BRISTOW STREET,Bronx,10459.0,2029630022.0,2129728.0,BX-03,17,153.0,BX0303,40.832934,-73.895088,40.832954,-73.895291,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,29.0,,6.0,,22.0,1.0,,,,,29.0,,29,29,Privately Financed
74644,1541 NEW YORK AVENUE,07/31/2023,04/16/2025,343561.0,1541,NEW YORK AVENUE,Brooklyn,11210.0,3050080021.0,3114069.0,BK-17,45,784.0,BK1702,40.635204,-73.944979,40.635193,-73.944662,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,Privately Financed
76302,633 EAST 230 STREET,09/05/2024,04/17/2025,1013796.0,633,EAST 230 STREET,Bronx,10466.0,2048330041.0,2129682.0,BX-12,11,420.0,BX1203,40.892055,-73.860743,40.892293,-73.860757,04/17/2025,New Construction,No,Non Prevailing Wage,,,,,14.0,,1.0,,13.0,,,,,,14.0,,14,25,Privately Financed
76819,CONFIDENTIAL,04/18/2025,04/18/2025,,----,----,Manhattan,,,,MN-06,4,,,,,,,04/18/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
76820,CONFIDENTIAL,04/18/2025,04/18/2025,,----,----,Bronx,,,,BX-07,14,,,,,,,04/18/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
66571,50-11 QUEENS BLVD,12/06/2018,04/22/2025,981262.0,50-11,QUEENS BOULEVARD,Queens,11377.0,4013190021.0,4618650.0,QN-02,26,25302.0,QN0202,40.742717,-73.914775,40.743085,-73.914255,04/22/2025,New Construction,No,Non Prevailing Wage,,,14.0,,9.0,,2.0,14.0,7.0,,,,,,23.0,,23,75,Privately Financed
76258,372 EAST 194TH STREET APARTMENTS,08/09/2024,04/23/2025,976785.0,372,EAST 194 STREET,Bronx,10458.0,2032760031.0,2016341.0,BX-07,15,39901.0,BX0701,40.86361,-73.890419,40.863432,-73.890554,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,6.0,1.0,,,,,,7.0,,7,8,Privately Financed
76313,364 EAST 194TH STREET APARTMENTS,07/17/2024,04/23/2025,976783.0,364,EAST 194 STREET,Bronx,10458.0,2032760028.0,2016339.0,BX-07,15,39901.0,BX0701,40.863698,-73.890571,40.863523,-73.890709,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,1.0,2.0,,9.0,,,,,12.0,,12,12,Privately Financed
75423,2411 64 STREET,03/06/2024,04/23/2025,164724.0,2411,64 STREET,Brooklyn,11204.0,3065610057.0,3000000.0,BK-11,44,436.0,BK1101,40.611511,-73.975926,40.611716,-73.975883,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
74955,5-22 49TH AVENUE,12/29/2023,04/23/2025,438858.0,2025-05-22T00:00:00.000,49 AVENUE,Queens,11101.0,4000320035.0,4000000.0,QN-02,26,701.0,QN0201,40.743795,-73.95585,40.743525,-73.955561,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,,4.0,5.0,,,,,,9.0,,9,29,Privately Financed
74944,689 EAST 223RD STREET,12/19/2023,04/23/2025,1011440.0,689,EAST 223 STREET,Bronx,10466.0,2048250012.0,2115530.0,BX-12,12,394.0,BX1201,40.886621,-73.861926,40.886764,-73.861604,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,22.0,,6.0,4.0,12.0,,,,,,22.0,,22,23,Privately Financed
74984,50 VARET STREET APARTMENTS,11/13/2023,04/23/2025,989432.0,43,GRAHAM AVENUE,Brooklyn,11206.0,3031130017.0,3000000.0,BK-01,34,491.0,BK0104,40.702875,-73.942478,40.702845,-73.942781,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,11.0,,3.0,6.0,2.0,,,,,,11.0,,11,35,Privately Financed
71969,1640 PARK AVENUE,10/28/2022,04/23/2025,1006419.0,1638,PARK AVENUE,Manhattan,10029.0,1016220033.0,1000000.0,MN-11,8,184.0,MN1102,40.799208,-73.94332,40.799606,-73.943489,04/23/2025,New Construction,No,Non Prevailing Wage,,3.0,3.0,,,,2.0,2.0,2.0,,,,,,6.0,,6,24,Privately Financed
71158,1516 FULTON STREET,06/30/2021,04/23/2025,297498.0,1516,FULTON STREET,Brooklyn,11216.0,3018647502.0,3053844.0,BK-03,36,271.0,BK0302,40.679867,-73.940072,40.67964,-73.940241,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,23,Privately Financed
76839,CONFIDENTIAL,04/24/2025,04/24/2025,,----,----,Queens,,,,QN-01,22,,,,,,,04/24/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
74663,2180 ARTHUR AVENUE,09/05/2023,04/24/2025,46198.0,2180,ARTHUR AVENUE,Bronx,10457.0,2030700288.0,2000000.0,BX-06,15,373.0,BX0602,40.851531,-73.890302,40.851714,-73.889814,04/24/2025,New Construction,No,Non Prevailing Wage,,,,,45.0,,5.0,35.0,5.0,,,,,,45.0,,45,46,Privately Financed
70450,2017 GRAND CONCOURSE,06/28/2023,04/24/2025,1002864.0,2017,GRAND CONCOURSE,Bronx,10453.0,2028080090.0,2000000.0,BX-05,14,23501.0,BX0502,40.851716,-73.904197,40.851867,-73.904655,04/24/2025,New Construction,No,Non Prevailing Wage,9.0,16.0,8.0,,,1.0,9.0,16.0,9.0,,,,,,34.0,,34,34,HPD Financed
65261,BETANCES (VI) FAMILY APARTMENTS,09/24/2021,04/24/2025,989929.0,472,WILLIS AVENUE,Bronx,10455.0,2022910101.0,2130670.0,BX-01,8,43.0,BX0101,40.814364,-73.91903,40.814202,-73.918755,12/28/2023,New Construction,No,Non Prevailing Wage,37.0,23.0,32.0,8.0,,1.0,19.0,44.0,24.0,14.0,,,,,101.0,,101,101,HPD Financed
76840,CONFIDENTIAL,04/29/2025,04/29/2025,,----,----,Queens,,,,QN-04,21,,,,,,,04/29/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
69760,299 E 161 STREET,07/28/2022,04/29/2025,994662.0,299,EAST 161 STREET,Bronx,10451.0,2024210049.0,2130660.0,BX-04,16,173.0,BX0401,40.825306,-73.917575,40.82558,-73.917347,04/29/2025,New Construction,No,Non Prevailing Wage,,,27.0,,20.0,,12.0,25.0,10.0,,,,,,47.0,,47,155,Privately Financed
64689,NME III,12/22/2021,04/29/2025,994120.0,207,WEST 140 STREET,Manhattan,10030.0,1020260024.0,1000000.0,MN-10,9,230.0,MN1002,40.818736,-73.941995,40.819008,-73.942071,05/17/2024,New Construction,No,Non Prevailing Wage,,,,21.0,,,,10.0,11.0,,,,,,,21.0,21,21,HPD Financed
64689,NME III,12/22/2021,04/29/2025,994121.0,304,WEST 150 STREET,Manhattan,10039.0,1020450098.0,1000000.0,MN-10,9,259.0,MN1002,40.826069,-73.939785,40.826047,-73.940298,04/29/2025,New Construction,No,Non Prevailing Wage,,,,31.0,,,1.0,11.0,8.0,11.0,,,,,,31.0,31,31,HPD Financed
76841,CONFIDENTIAL,04/30/2025,04/30/2025,,----,----,Bronx,,,,BX-07,14,,,,,,,04/30/2025,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
73737,1777 WEEKS AVENUE,01/13/2023,04/30/2025,120826.0,1777,WEEKS AVENUE,Bronx,10457.0,2027960037.0,2129689.0,BX-05,14,22901.0,BX0502,40.846207,-73.90745,40.84626,-73.907714,04/30/2025,New Construction,No,Non Prevailing Wage,,,,,14.0,,6.0,8.0,,,,,,,14.0,,14,45,Privately Financed
